1,0
1,0
5,0
5,0
5,0
629,0
5417,92
10335,0
10341,75
10343,13
11879,69
12391,5
1,3

12391, 5
1, 3
1, 3
1, 3
1, 3
5, 0
5, 0
5, 0
1565, 7
7071, 100
13237, 0
13249, 35
13249, 30
15829, 100
15829, 3
15829, 3
15829, 0
1, 3
1, 3
1, 3
1, 0
1, 3
1, 0
1, 2
1, 3
1, 3
5, 0
5, 0
5, 0
963, 6
8363, 39
10339, 0
10339, 3
10339, 0
10338, 0
1, 0
1, 0
1, 3
5, 0
5, 0
5, 0
1795, 2
13271, 18
14883, 2
14883, 0
1, 2
1, 2
1, 2
1, 3
5, 0
5, 0
5, 0
963, 4
8649, 3
17365, 14
19423, 0
19423, 5
19423, 3
19423, 0
1, 3
1, 3
1, 2
1, 3
5, 0
5, 0
5, 0
963, 2
4753, 4
19163, 17
23997, 0
23997, 0
23997, 4
1, 3
1, 3
1, 0
1, 3
5, 0
5, 0
5, 0
1565, 2
10753, 16
13235, 0
13235, 3
13235, 4
13235, 0
1, 3
1, 3
1, 3
1, 3
5, 0
5, 0
5, 0
1023, 2
1565, 0
11111, 100
24649, 35
24649, 0
24649, 4
1, 3
1, 3
1, 3
5, 0
5, 0
5, 0
869, 7
1565, 0
15791, 10
28751, 51
36057, 0
36059, 0
36059, 6
36059, 1
36059, 0
1, 3
1, 0
1, 0
5, 0
5, 0
1565, 0
6057, 8
20475, 100
41293, 13
46489, 0
46491, 0
46491, 5
46485, 0
1, 2
1, 3
1, 3
1, 3
1, 2
1, 3
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 3
1, 0
1, 3
1, 0
1, 3
1, 3
1, 3
1, 2
1, 3
1, 3
1, 2
1, 2
1, 3
1, 2
1, 0
1, 3
1, 0
1, 0
1, 3
1, 2
1, 3
1, 0
1, 0
1, 2
1, 0
1, 3
1, 0
1, 2
1, 3
1, 3
1, 0
1, 0
1, 3
1, 2
1, 2
1, 3
1, 0
1, 3
1, 3
1, 3
1, 3
1, 2
1, 0
1, 3
1, 3
1, 3
1, 3
1, 0
1, 3
1, 0
1, 3
1, 0
1, 0
1, 2
1, 1
1, 3
1, 0
1, 1
1, 3
1, 0
1, 2
1, 2
1, 3
1, 3
1, 0
1, 3
1, 3
1, 3
1, 3
1, 2
1, 3
1, 0
5, 0
5, 0
5, 0
869, 0
963, 0
963, 0
2611, 2
16141, 100
20237, 5
29969, 2
30013, 4
37637, 1
37637, 100
37645, 75
37645, 100
37647, 100
37647, 30
37647, 100
37647, 100
37647, 93
37647, 100
37647, 59
37647, 100
37647, 100
37647, 40
37647, 100
37647, 26
37647, 100
37647, 100
37647, 87
37647, 100
37647, 100
37647, 78
37647, 100
37647, 100
37647, 91
37647, 100
37647, 100
37647, 97
37647, 100
37647, 100
37647, 100
37647, 0
37647, 100
55055, 93
55055, 100
58523, 100
60571, 100
60571, 90
60571, 92
60571, 0
60571, 0
60571, 100
60571, 100
60571, 100
60571, 91
60571, 98
60571, 100
60571, 1
60571, 0
60571, 0
60571, 100
60571, 100
60571, 97
60571, 100
60571, 100
60571, 100
60571, 68
60571, 100
60571, 100
60571, 56
60571, 100
60571, 100
60571, 65
60571, 100
60571, 100
60571, 96
60571, 100
60571, 100
60571, 97
60571, 100
60571, 100
60571, 100
60571, 92
60571, 100
60571, 100
60571, 97
60571, 100
60571, 100
60571, 0
60571, 0
1, 2
1, 3
1, 2
1, 0
1, 3
1, 0
1, 3
1, 2
1, 2
1, 3
1, 3
1, 2
1, 2
1, 2
1, 3
1, 3
1, 3
1, 2
1, 3
1, 3
1, 3
1, 3
1, 0
1, 3
1, 2
1, 2
1, 3
1, 0
1, 0
1, 0
1, 2
1, 0
1, 0
1, 3
1, 3
1, 2
1, 2
1, 0
1, 3
1, 0
1, 0
1, 0
1, 3
1, 0
1, 3
1, 0
1, 3
1, 3
1, 3
1, 3
1, 3
1, 3
1, 3
1, 2
1, 0
1, 3
1, 3
1, 3
1, 3
1, 2
1, 3
1, 0
1, 3
1, 3
1, 3
1, 3
1, 3
1, 0
1, 2
1, 0
1, 0
1, 0
1, 2
1, 3
1, 3
1, 0
1, 0
1, 2
1, 2
1, 0
1, 0
1, 3
1, 3
1, 3
1, 3
1, 3
1, 2
1, 0
1, 3
1, 3
1, 0
1, 0
1, 3
1, 3
1, 3
1, 0
1, 3
1, 3
1, 2
1, 3
1, 3
1, 0
1, 3
1, 0
1, 3
1, 2
5, 0
5, 0
5, 0
913, 0
963, 0
1359, 0
16139, 17
18187, 56
29977, 12
37683, 26
37685, 100
39741, 60
39741, 100
39741, 100
39741, 91
39741, 100
39741, 100
39741, 75
39741, 88
39741, 100
39741, 100
39743, 65
39743, 100
39743, 100
39743, 64
39743, 100
39743, 100
39743, 96
39743, 100
39743, 100
39743, 100
39743, 91
39743, 100
39743, 100
39743, 86
39743, 100
39743, 100
39743, 98
39743, 0
39743, 0
39743, 100
56127, 100
59629, 100
61677, 94
61677, 100
61677, 100
61677, 0
61677, 0
61677, 100
61679, 89
61679, 100
61679, 100
61679, 100
61679, 100
61679, 100
61679, 5
61679, 3
61679, 0
61679, 100
61679, 59
61679, 100
61679, 100
61679, 55
61679, 100
61679, 100
61679, 94
61679, 97
61679, 100
61679, 95
61679, 81
61679, 100
61679, 100
61679, 85
61679, 100
61679, 100
61679, 96
61679, 100
61679, 100
61679, 100
61679, 98
61679, 100
61679, 100
61679, 95
61679, 100
61679, 100
61679, 100
